,id,name,artist,album_name,popularity,duration_sec,explicit,album_release_date,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
122,3hlksXnvbKogFdPbpO9vel,Super Bass,Nicki Minaj,Pink Friday (Complete Edition),78,200.0,True,2010-11-22,album,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,4
123,0puf9yIluy9W0vpMEUoAnN,Bang Bang,Nicki Minaj,Sweet Talker (Deluxe Version),77,199.4,False,2014-10-14,album,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,4
124,1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,72,210.6,True,2011-01-01,album,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,4
125,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Nicki Minaj,Swalla (feat. Nicki Minaj & Ty Dolla $ign),74,216.4,True,2017-02-23,single,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,4
126,1TZv3bujNaYz646eezRE91,Seeing Green (with Drake & Lil Wayne),Nicki Minaj,Beam Me Up Scotty,72,339.5,True,2021-05-14,album,0.573,0.867,5,-2.876,0,0.168,0.0853,0.0,0.38,0.231,74.861,4
127,4wFjTWCunQFKtukqrNijEt,MotorSport,Nicki Minaj,Culture II,71,303.1,True,2018-01-26,album,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,4
128,222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),Nicki Minaj,LM5 (Deluxe),70,229.7,True,2018-11-16,album,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,4
129,6Slt6WiWnriaqCb8xXb2ZT,Did It On’em,Nicki Minaj,Pink Friday,70,212.3,True,2010-01-01,album,0.562,0.414,7,-7.032,1,0.349,0.0445,0.0,0.204,0.474,155.826,4
130,6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),Cardi B,Rumors (feat. Cardi B),85,172.8,True,2021-08-13,single,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,4
131,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),83,187.5,True,2020-08-07,single,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,4
132,1M4OcYkxAtu3ErzSgDEfoi,Up,Cardi B,Up (Instrumental),76,156.9,True,2021-02-04,single,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4
133,58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B,Invasion of Privacy,79,253.4,True,2018-04-06,album,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4
134,2vXgyN14LX2zl7JEASw242,Wild Side (feat. Cardi B),Cardi B,Wild Side (feat. Cardi B),78,209.5,True,2021-07-22,single,0.74,0.576,6,-6.744,0,0.146,0.0249,0.0,0.104,0.315,110.095,4
135,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),Cardi B,No.6 Collaborations Project,77,204.5,False,2019-07-12,album,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,4
136,2GGMabyHXnJmjY6CXhhB2e,Money,Cardi B,Money,74,183.5,True,2018-10-23,single,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,4
137,4ak7xjvBeBOcJGWFDX9w5n,Rodeo,Cardi B,7 EP,73,158.7,True,2019-06-21,single,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4
138,3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,Cardi B,Finesse (Remix) [feat. Cardi B],73,217.3,False,2017-12-20,single,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,4
139,0PG9fbaaHFHfre2gUVo7AN,Please Me,Cardi B,Please Me,73,200.9,True,2019-02-15,single,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,4
140,40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Travis Scott,Certified Lover Boy,93,291.2,True,2021-09-03,album,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4
141,5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,Travis Scott,Goosebumps (Remix),85,162.8,True,2021-01-15,single,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4
142,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,84,243.8,True,2016-09-16,album,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4
143,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,83,175.7,True,2019-10-04,single,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4
144,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,ASTROWORLD,83,312.8,True,2018-08-03,album,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4
145,6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),Travis Scott,JACKBOYS,80,157.7,True,2019-12-27,album,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,4
146,4lUmnwRybYH7mMzf16xB0y,Hats Off (feat. Travis Scott),Travis Scott,The Voice of the Heroes,79,257.4,True,2021-06-04,album,0.596,0.65,9,-5.167,1,0.337,0.138,0.0,0.14,0.188,133.997,4
147,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,Travis Scott,THE SCOTTS,78,166.0,True,2020-04-24,single,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,4
148,11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,ASTROWORLD,78,196.1,True,2018-08-03,album,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,4
149,2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,78,190.6,False,2018-08-03,album,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4
150,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,84,239.8,True,2018-12-10,album,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,4
151,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),Juice WRLD,Legends Never Die,82,205.5,True,2020-07-10,album,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,4
152,2U5WueTLIK5WJLD7mvDODv,Wishing Well,Juice WRLD,Legends Never Die,82,194.6,True,2020-07-10,album,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,4
153,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Juice WRLD,Goodbye & Good Riddance,82,165.8,True,2018-12-10,album,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4
154,6Hj9jySrnFppAI0sEMCZpJ,Robbery,Juice WRLD,Death Race For Love,82,240.1,True,2019-03-08,album,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,5
155,6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),Juice WRLD,Bandit (with YoungBoy Never Broke Again),79,189.3,True,2019-10-04,single,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,4
156,5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,Juice WRLD,Goodbye & Good Riddance,77,170.0,True,2018-12-10,album,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,4
157,2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD),Juice WRLD,F*CK LOVE,77,181.7,True,2020-07-24,album,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,4
158,5dOxHHMOFAbG3VH23t0xNm,Righteous,Juice WRLD,Legends Never Die,77,242.2,True,2020-07-10,album,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,4
159,0ada5XsQGLPUVbmTCkAP49,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,Legends Never Die,77,160.2,True,2020-07-10,album,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,4
160,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,Hollywood's Bleeding,86,215.3,False,2019-09-06,album,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4
161,40uMIn2zJLAQhNXghRjBed,Motley Crew,Post Malone,Motley Crew,86,184.2,True,2021-07-09,single,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,4
162,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,82,218.1,True,2018-04-27,album,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4
163,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Hollywood's Bleeding,79,157.6,False,2019-09-06,album,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,4
164,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,Stoney (Deluxe),81,220.3,True,2016-12-09,album,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,4
165,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,beerbongs & bentleys,80,231.3,True,2018-04-27,album,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,4
166,7xQAfvXzm3AkraOtGPWIZg,Wow.,Post Malone,Hollywood's Bleeding,79,149.5,True,2019-09-06,album,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,4
167,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,Stoney (Deluxe),79,223.3,True,2016-12-09,album,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,4
168,3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,78,221.4,True,2018-04-27,album,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,4
169,0t3ZvGKlmYmVsDzBJAXK8C,Goodbyes (feat. Young Thug),Post Malone,Hollywood's Bleeding,77,174.9,True,2019-09-06,album,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,4
170,7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),Machine Gun Kelly,Tickets To My Downfall,82,139.5,True,2020-09-25,album,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,4
171,2gTdDMpNxIRFSiu7HutMCg,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,Hotel Diablo,78,169.4,True,2019-07-05,album,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,4
172,3nkW3TPQjBip1lER4h78NX,papercuts,Machine Gun Kelly,papercuts,78,180.4,True,2021-08-12,single,0.528,0.627,11,-3.719,1,0.0373,0.0107,0.0,0.529,0.295,139.988,4
173,0DYNL4xbYWgNzppUamtyR4,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",Machine Gun Kelly,F*CK LOVE (SAVAGE),77,144.9,True,2020-11-06,album,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,4
174,1VSuFS7PahCN3SWbOcQ98m,forget me too (feat. Halsey),Machine Gun Kelly,Tickets To My Downfall,77,171.6,True,2020-09-25,album,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,4
175,6mADjHs6FXdroPzEGW6KVJ,bloody valentine,Machine Gun Kelly,Tickets To My Downfall,76,205.2,True,2020-09-25,album,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,4
176,1F9kEuwT29fgqlovIclu81,love race (feat. Kellin Quinn),Machine Gun Kelly,love race (feat. Kellin Quinn),74,188.8,False,2021-04-29,single,0.517,0.848,10,-4.054,1,0.0521,0.00581,0.0,0.214,0.429,95.906,4
177,2NnJpRXIlx35Vij3bPZO0h,DAYWALKER! (feat. CORPSE),Machine Gun Kelly,DAYWALKER! (feat. CORPSE),74,137.7,True,2021-03-12,single,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,4
178,37AGgp9VP8TVJBfEat74Bj,Candy (feat. Trippie Redd),Machine Gun Kelly,Hotel Diablo,73,156.7,True,2019-07-05,album,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,4
179,0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",72,202.8,False,2017-11-18,single,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,4
180,3LQTJhA1bJpKNwEzwpdJzk,animal crossing ~ new horizons lofi,Closed on Sunday,animal crossing ~ new horizons lofi,60,67.9,False,2020-04-15,single,0.704,0.33,5,-6.066,1,0.272,0.903,0.855,0.155,0.344,85.037,4
181,19hEYg0zeaW68ZWBQaFafC,jocelyn flores ~ lofi,Closed on Sunday,jocelyn flores ~ lofi,53,117.3,False,2020-04-20,single,0.674,0.44,0,-10.269,0,0.0745,0.932,0.903,0.247,0.334,69.912,4
182,1qKf31fNQGcXVLTK47x3RH,cantina band ~ star wars lofi,Closed on Sunday,cantina band ~ star wars lofi,53,68.3,False,2020-01-09,single,0.766,0.177,2,-15.398,0,0.449,0.952,0.684,0.087,0.675,169.962,4
183,1SpNUSLu7BiIwlfHLUEqdp,married life ~ lofi,Closed on Sunday,married life ~ lofi,49,77.0,False,2020-09-25,single,0.78,0.658,2,-9.771,0,0.0626,0.959,0.887,0.122,0.079,129.999,4
184,1oKDa2O2bFhrxjTQPKtCqS,the mandalorian ~ star wars lofi,Closed on Sunday,the mandalorian ~ star wars lofi,48,100.2,False,2020-10-30,single,0.576,0.578,0,-7.604,0,0.174,0.917,0.447,0.256,0.33,166.125,4
185,5KIzXL5NxUb8NZQEuSqFt6,fly me to the moon ~ lofi,Closed on Sunday,fly me to the moon ~ lofi,48,64.5,False,2020-04-09,single,0.594,0.306,0,-14.45,1,0.0895,0.974,0.838,0.0818,0.0981,100.876,3
186,2UpDlIw9aI9gK0GphKQjZ8,SAD! ~ lofi,Closed on Sunday,SAD! ~ lofi,47,66.1,False,2020-03-10,single,0.51,0.242,8,-15.763,0,0.181,0.901,0.942,0.175,0.412,74.999,4
187,4ZZG2BBxTcOwKQzLa7U510,imperial march ~ star wars lofi,Closed on Sunday,imperial march ~ star wars lofi,47,120.0,False,2020-02-20,single,0.722,0.442,1,-8.225,1,0.0441,0.335,0.862,0.139,0.108,80.967,4
188,1SZHNo84Bz1t0g2RXiLLnc,main title ~ star wars lofi,Closed on Sunday,main title ~ star wars lofi,46,87.6,False,2020-04-09,single,0.754,0.257,4,-13.83,0,0.0692,0.909,0.567,0.101,0.226,86.843,4
189,2RYlrFTUG9tO9HkiGeA5CP,duel of the fates ~ star wars lofi,Closed on Sunday,duel of the fates ~ star wars lofi,46,70.1,False,2020-03-10,single,0.748,0.264,9,-12.603,0,0.0629,0.741,0.941,0.0742,0.186,84.996,4
190,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,death bed (coffee for your head),84,173.3,False,2020-02-08,single,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,4
191,1eCTQhsNA31FcwyNcJcf86,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",Powfu,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",67,156.2,False,2020-08-13,single,0.702,0.616,6,-4.903,1,0.326,0.686,0.0,0.145,0.507,80.482,4
192,7BdlyzVvOqmwPH9dYtZfsx,Dead Eyes,Powfu,Dead Eyes,67,219.4,True,2019-11-08,single,0.719,0.651,7,-5.878,1,0.0274,0.127,0.0,0.0763,0.288,104.956,4
193,1DoECePnMuLtpLQSCZqwtK,ill come back to you (feat. Sarcastic Sounds & Rxseboy),Powfu,poems of the past,65,134.9,False,2020-05-29,single,0.652,0.483,8,-9.964,0,0.291,0.658,0.0,0.393,0.372,75.987,4
194,25yup6WYnPoITrfzhkBLmt,I Can't Sleep,Powfu,"Some Boring, Love Stories",63,152.5,True,2018-12-12,single,0.805,0.479,6,-9.238,0,0.363,0.182,3.41e-06,0.346,0.363,80.454,4
195,2L2mNkEWo818IE4fKbnP0O,Would Look Perfect,Powfu,Letter's You Never Received,62,149.0,False,2019-07-18,single,0.788,0.537,9,-4.966,0,0.107,0.844,0.0,0.117,0.434,85.03,4
196,1xVLISbNzP6MlhuwU5wciP,soda stream sky (feat. KNOWN.),Powfu,soda stream sky (feat. KNOWN.),61,224.8,True,2021-09-03,single,0.609,0.394,0,-10.142,1,0.209,0.757,0.00034,0.127,0.191,172.031,4
197,5O6QAX1oI4iktfXP8HAmgi,the way that you see me (feat. Ayleen Valentine),Powfu,the way that you see me (feat. Ayleen Valentine),60,182.4,False,2021-02-19,single,0.548,0.341,0,-11.667,0,0.397,0.708,0.0,0.121,0.34,71.573,4
198,0tW3SDJmTyS3is8QXQ4z1q,I'm So Good at Lying (feat. Powfu & Thomas Reid),Powfu,I'm So Good at Lying (feat. Powfu & Thomas Reid),60,134.5,False,2021-08-20,single,0.864,0.564,0,-8.54,1,0.059,0.399,0.000746,0.397,0.401,134.983,4
199,1TYF5FyxFXC6bM2VOuNWhV,Laying on my porch while we watch the world end.,Powfu,Laying on my porch while we watch the world end.,60,200.6,False,2020-01-10,single,0.664,0.399,6,-11.661,1,0.0743,0.791,0.0,0.116,0.424,133.904,4
200,7F9cT6hIRhnFCYP6GKS0tf,IMY2 (with Kid Cudi),Kid Cudi,Certified Lover Boy,83,252.4,True,2021-09-03,album,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,4
201,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,Kid Cudi,THE SCOTTS,78,166.0,True,2020-04-24,single,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,4
202,5PX4uS1LqlWEPL69phPVQQ,Pursuit Of Happiness - Extended Steve Aoki Remix,Kid Cudi,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],75,373.6,True,2012-01-01,single,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,4
203,5CFJRZRq6sdKKtRwNPWbYv,Show Out (with Skepta & Pop Smoke),Kid Cudi,Man On The Moon III: The Chosen,75,175.0,True,2020-12-11,album,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,4
204,30KctD1WsHKTIYczXjip5a,Tequila Shots,Kid Cudi,Man On The Moon III: The Chosen,74,193.3,True,2020-12-11,album,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,4
205,2ncLdwTd8qzkxiJjlbiOgC,Mr. Rager,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,67,294.2,False,2010-01-01,album,0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998,4
206,6MtKObWYda2qnNIpJI21uD,Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),62,295.3,True,2009-01-01,album,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,4
207,5wfllwdjglyQislkskYLBv,Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),66,221.2,False,2009-01-01,album,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,4
208,6XkuklKiHYVTlVvWlTgQYP,Erase Me - Main,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,69,192.3,True,2010-11-09,album,0.687,0.631,9,-5.612,1,0.129,0.063,0.0,0.108,0.853,186.071,4
209,20bJBbPapGQ4bqs0YcA9xY,Just What I Am,Kid Cudi,Indicud,68,228.0,True,2013-04-12,album,0.654,0.95,1,-3.163,1,0.137,0.00223,0.0,0.406,0.351,140.009,4
210,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),The Kid LAROI,F*CK LOVE 3: OVER YOU,92,141.8,True,2021-07-23,album,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4
211,27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,The Kid LAROI,F*CK LOVE (SAVAGE),85,161.4,True,2020-11-06,album,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,4
212,1JXBNvlDEl2epKSJ9EOgKX,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,F*CK LOVE 3: OVER YOU,82,216.0,True,2021-07-23,album,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,5
213,1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),The Kid LAROI,WITHOUT YOU (with Miley Cyrus),79,161.4,True,2021-04-30,single,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,4
214,2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD),The Kid LAROI,F*CK LOVE,77,181.7,True,2020-07-24,album,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,4
215,0DYNL4xbYWgNzppUamtyR4,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,F*CK LOVE (SAVAGE),77,144.9,True,2020-11-06,album,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,4
216,0ada5XsQGLPUVbmTCkAP49,Hate The Other Side (with Marshmello & The Kid Laroi),The Kid LAROI,Legends Never Die,77,160.2,True,2020-07-10,album,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,4
217,23OYT3SFtoJqhiAUqktbc1,No Return (with The Kid LAROI & Lil Durk),The Kid LAROI,Hall of Fame,76,168.7,True,2021-06-11,album,0.479,0.645,5,-7.336,0,0.302,0.135,0.0,0.0825,0.381,155.057,4
218,3QCU8BT0zDS9LPVfEhRFEE,ALWAYS DO,The Kid LAROI,F*CK LOVE (SAVAGE),74,151.7,True,2020-11-06,album,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827,4
219,13EW51DKru044OJDJ9Bm8o,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,F*CK LOVE (SAVAGE),74,153.1,True,2020-11-06,album,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,4
220,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,80,205.0,True,2018-05-25,album,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
221,2aPTvyE09vUCRwVvj0I8WK,Sundress,A$AP Rocky,Sundress,77,158.2,True,2018-11-20,single,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,4
222,2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,AT.LONG.LAST.A$AP,76,261.0,True,2015-05-26,album,0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818,4
223,4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),75,233.8,True,2013,album,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,4
224,4S7YHmlWwfwArgd8LfSPud,L$D,A$AP Rocky,AT.LONG.LAST.A$AP,74,238.3,True,2015-05-26,album,0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,4
225,1jzIJcHCXneHw7ojC6LXiF,Potato Salad,A$AP Rocky,Potato Salad,71,182.5,True,2018-09-28,single,0.538,0.612,2,-6.02,1,0.424,0.308,0.0,0.213,0.684,168.197,4
226,1AqemxWsT0iGg5Lvkm16Bt,Fukk Sleep (feat. FKA twigs),A$AP Rocky,TESTING,69,193.0,True,2018-05-25,album,0.798,0.412,2,-9.305,1,0.36,0.443,7.43e-05,0.219,0.304,135.959,4
227,643PW82aBMUa1FiWi5VQY7,Babushka Boi,A$AP Rocky,Babushka Boi,68,187.1,True,2019-08-28,single,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,4
228,1j6kDJttn6wbVyMaM42Nxm,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,AT.LONG.LAST.A$AP,68,127.0,True,2015-05-26,album,0.485,0.72,6,-5.991,1,0.127,0.0123,0.0,0.0546,0.0471,207.982,4
229,0dSIrRkA4PadGll16TgbnV,PICK IT UP (feat. A$AP Rocky),A$AP Rocky,Dex Meets Dexter,67,191.3,True,2018-04-06,album,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,4
230,1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,KHALED KHALED,80,236.5,True,2021-04-30,album,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,4
231,1sbEeUY8KsdvgiQi26JBFz,POPSTAR (feat. Drake),DJ Khaled,KHALED KHALED,68,200.2,True,2021-04-30,album,0.803,0.565,5,-4.711,0,0.235,0.0558,0.0,0.141,0.474,163.085,4
232,3gruCKVuhCsRjs3a3dG8CA,GREECE (feat. Drake),DJ Khaled,KHALED KHALED,65,219.3,True,2021-04-30,album,0.687,0.336,5,-10.748,1,0.0456,0.0755,0.0,0.126,0.215,85.828,4
233,1cEhrSF6EylAEqdhUGuNpX,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,KHALED KHALED,73,165.5,True,2021-04-30,album,0.877,0.444,8,-7.547,1,0.172,0.24,0.0,0.169,0.658,129.06,4
234,6nL0wIy3rcQPqHNAtm61Gh,Sunshine (The Light),DJ Khaled,Sunshine (The Light),73,149.7,False,2021-01-21,single,0.8,0.832,0,-5.497,1,0.266,0.087,0.0,0.322,0.736,106.983,4
235,20GrahbI4AzAOWxpYfDKkf,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,KHALED KHALED,73,165.4,True,2021-04-30,album,0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,124.036,4
